track_id,track_name,artist_name,album_name,release_date,genre,duration_ms,popularity,danceability,energy,loudness,mode,tempo,stream_count,country,explicit,label
SP0176,Drake Track 176,Drake,Drake Album 2,2022-07-13,Hip-Hop,266679,75,0.76,0.54,-8.57,0,114,1303348937,Brazil,1,OVO Sound
SP0177,Travis Track 177,Travis Scott,Travis Album 5,2019-03-14,Hip-Hop,230389,79,0.72,0.49,-9.73,0,160,2139455245,Canada,1,Epic Records
SP0178,Taylor Track 178,Taylor Swift,Taylor Album 7,2020-05-01,Pop,207088,99,0.67,0.91,-8.04,1,163,2562898167,India,1,Republic Records
SP0179,Bad Track 179,Bad Bunny,Bad Album 3,2021-08-11,Latin,224396,80,0.63,0.82,-7.58,0,121,1625145225,Brazil,1,Rimas
SP0180,Bad Track 180,Bad Bunny,Bad Album 3,2019-10-07,Latin,298706,95,0.51,0.84,-3.51,0,136,3436033231,Brazil,0,Rimas
SP0181,SZA Track 181,SZA,SZA Album 5,2025-03-21,R&B,183444,76,0.8,0.83,-4.9,0,137,2578106346,Australia,1,Top Dawg
SP0182,Metro Track 182,Metro Boomin,Metro Album 6,2024-09-02,Hip-Hop,260746,98,0.79,0.5,-5.08,1,101,2788843173,USA,1,Boominati
SP0183,Bad Track 183,Bad Bunny,Bad Album 2,2024-02-01,Latin,187826,74,0.73,0.72,-6.78,0,137,1616831312,Japan,1,Rimas
SP0184,21 Track 184,21 Savage,21 Album 8,2020-06-01,Hip-Hop,147406,78,0.69,0.96,-10.96,0,124,1349558843,Germany,1,Epic Records
SP0185,The Track 185,The Weeknd,The Album 2,2025-06-16,R&B,234862,88,0.64,0.61,-4.71,0,82,3657200370,Germany,0,XO
SP0186,Travis Track 186,Travis Scott,Travis Album 3,2021-09-06,Hip-Hop,206766,95,0.69,0.69,-4.82,0,103,2760835809,Japan,1,Epic Records
SP0187,Drake Track 187,Drake,Drake Album 7,2021-08-19,Hip-Hop,221930,60,0.82,0.56,-5.23,0,153,447021700,India,1,OVO Sound
SP0188,Bad Track 188,Bad Bunny,Bad Album 5,2021-08-04,Latin,295820,91,0.74,0.79,-6.63,1,155,500623034,Germany,1,Rimas
SP0189,Post Track 189,Post Malone,Post Album 5,2020-11-23,Pop,281083,97,0.54,0.52,-10.94,1,94,796170238,Germany,0,Republic Records
SP0190,Metro Track 190,Metro Boomin,Metro Album 3,2024-07-20,Hip-Hop,270681,84,0.69,0.71,-7.16,0,151,726681967,Australia,1,Boominati
SP0191,Travis Track 191,Travis Scott,Travis Album 8,2020-06-27,Hip-Hop,282374,63,0.89,0.95,-7.64,0,129,2421976659,Australia,1,Epic Records
SP0192,Post Track 192,Post Malone,Post Album 8,2024-12-27,Pop,248109,70,0.54,0.47,-5.15,1,84,1190484299,Canada,1,Republic Records
SP0193,Travis Track 193,Travis Scott,Travis Album 8,2025-10-24,Hip-Hop,264107,92,0.55,0.51,-5.02,1,149,3543087021,USA,1,Epic Records
SP0194,Metro Track 194,Metro Boomin,Metro Album 4,2021-07-04,Hip-Hop,198042,62,0.7,0.63,-4.65,1,95,3341312549,Canada,0,Boominati
SP0195,21 Track 195,21 Savage,21 Album 7,2023-12-20,Hip-Hop,163511,99,0.56,0.56,-10.14,0,152,1516741005,Brazil,0,Epic Records
SP0196,Bad Track 196,Bad Bunny,Bad Album 5,2022-05-19,Latin,254850,66,0.56,0.85,-8.3,0,115,3733941036,India,0,Rimas
SP0197,The Track 197,The Weeknd,The Album 4,2020-12-11,R&B,297270,85,0.72,0.76,-9.58,1,128,1951289685,UK,0,XO
SP0198,SZA Track 198,SZA,SZA Album 8,2022-12-12,R&B,247937,80,0.76,0.91,-4.38,0,138,2736619389,Germany,0,Top Dawg
SP0199,Metro Track 199,Metro Boomin,Metro Album 4,2024-04-14,Hip-Hop,249686,77,0.65,0.6,-7.07,0,152,3671127093,Australia,1,Boominati
SP0200,Drake Track 200,Drake,Drake Album 8,2018-02-21,Hip-Hop,124268,67,0.92,0.53,-7.89,1,105,2967479588,India,1,OVO Sound
SP0201,Travis Track 201,Travis Scott,Travis Album 6,2022-02-21,Hip-Hop,185638,65,0.67,0.93,-10.51,1,160,1322152192,Canada,1,Epic Records
SP0202,Taylor Track 202,Taylor Swift,Taylor Album 8,2019-01-07,Pop,140431,68,0.77,0.73,-7.99,0,169,1485639733,UK,1,Republic Records
SP0203,Travis Track 203,Travis Scott,Travis Album 7,2025-02-08,Hip-Hop,143417,66,0.55,0.64,-9.31,1,97,2765548556,India,0,Epic Records
SP0204,Metro Track 204,Metro Boomin,Metro Album 3,2018-10-21,Hip-Hop,235369,82,0.83,0.78,-10.64,1,158,2958779260,Australia,0,Boominati
SP0205,Taylor Track 205,Taylor Swift,Taylor Album 2,2019-03-25,Pop,274553,84,0.66,0.68,-4.88,0,115,2778624284,UK,0,Republic Records
SP0206,Metro Track 206,Metro Boomin,Metro Album 5,2022-12-01,Hip-Hop,173856,93,0.77,0.55,-8.47,0,110,2135526570,Japan,0,Boominati
SP0207,The Track 207,The Weeknd,The Album 2,2025-11-20,R&B,258487,60,0.94,0.94,-10.81,1,126,2356582107,India,1,XO
SP0208,Taylor Track 208,Taylor Swift,Taylor Album 1,2018-10-03,Pop,188730,73,0.52,0.48,-4.9,1,160,3070718580,Japan,1,Republic Records
SP0209,SZA Track 209,SZA,SZA Album 3,2019-11-18,R&B,192736,65,0.64,0.72,-10.17,0,148,1413381840,Japan,0,Top Dawg
SP0210,Kendrick Track 210,Kendrick Lamar,Kendrick Album 4,2024-12-28,Hip-Hop,135179,75,0.54,0.68,-7.92,0,119,2870790008,India,0,Interscope
SP0211,Drake Track 211,Drake,Drake Album 3,2020-12-01,Hip-Hop,250131,82,0.74,0.86,-5.51,0,127,555162815,Brazil,0,OVO Sound
SP0212,Drake Track 212,Drake,Drake Album 2,2023-07-09,Hip-Hop,188930,96,0.78,0.71,-7.4,0,143,3700922160,India,1,OVO Sound
SP0213,Travis Track 213,Travis Scott,Travis Album 2,2022-02-19,Hip-Hop,179874,92,0.5,0.91,-11.89,0,140,1573267151,Japan,0,Epic Records
SP0214,Travis Track 214,Travis Scott,Travis Album 7,2018-09-26,Hip-Hop,178855,80,0.61,0.94,-9.12,0,153,1611198885,UK,0,Epic Records
SP0215,Travis Track 215,Travis Scott,Travis Album 7,2021-09-02,Hip-Hop,138068,89,0.89,0.86,-9.2,0,150,1971709893,USA,1,Epic Records
SP0216,The Track 216,The Weeknd,The Album 5,2022-10-26,R&B,283241,75,0.71,0.76,-7.56,0,149,3276246260,Canada,0,XO
SP0217,Drake Track 217,Drake,Drake Album 6,2024-01-08,Hip-Hop,286708,60,0.93,0.45,-6.08,1,93,891303105,Canada,1,OVO Sound
SP0218,Post Track 218,Post Malone,Post Album 5,2018-03-23,Pop,144386,62,0.91,0.93,-7.32,1,138,3222203479,UK,0,Republic Records
SP0219,Metro Track 219,Metro Boomin,Metro Album 7,2020-11-27,Hip-Hop,139616,97,0.76,0.68,-3.32,0,117,1130947541,Germany,1,Boominati
SP0220,Bad Track 220,Bad Bunny,Bad Album 4,2023-08-09,Latin,139578,72,0.56,0.86,-11.02,0,101,1940874468,Australia,1,Rimas
SP0221,SZA Track 221,SZA,SZA Album 4,2019-09-12,R&B,238467,79,0.71,0.9,-11.19,1,170,3003068140,USA,0,Top Dawg
SP0222,Bad Track 222,Bad Bunny,Bad Album 4,2020-02-23,Latin,213255,85,0.73,0.81,-9.66,0,83,1746851379,Australia,0,Rimas
SP0223,Taylor Track 223,Taylor Swift,Taylor Album 3,2025-02-26,Pop,151838,60,0.53,0.86,-10.0,0,131,1608757527,UK,1,Republic Records
SP0224,Taylor Track 224,Taylor Swift,Taylor Album 8,2018-02-07,Pop,153761,65,0.91,0.89,-9.02,0,139,227487269,India,1,Republic Records
SP0225,SZA Track 225,SZA,SZA Album 7,2025-01-13,R&B,165300,82,0.6,0.55,-9.48,0,84,2647567649,Canada,1,Top Dawg
SP0226,Post Track 226,Post Malone,Post Album 1,2024-09-16,Pop,142995,77,0.67,0.67,-6.22,0,160,3455285668,USA,1,Republic Records
SP0227,Bad Track 227,Bad Bunny,Bad Album 8,2025-09-26,Latin,210186,96,0.73,0.66,-10.38,1,156,950684569,USA,1,Rimas
SP0228,Drake Track 228,Drake,Drake Album 4,2025-09-12,Hip-Hop,161844,66,0.61,0.58,-7.2,0,108,2482578783,Japan,1,OVO Sound
SP0229,Travis Track 229,Travis Scott,Travis Album 6,2020-04-19,Hip-Hop,214052,97,0.51,0.82,-3.47,0,152,818457424,Australia,1,Epic Records
SP0230,Travis Track 230,Travis Scott,Travis Album 1,2025-01-03,Hip-Hop,180980,98,0.6,0.73,-11.99,0,96,1473548951,India,1,Epic Records
SP0231,Drake Track 231,Drake,Drake Album 3,2018-03-19,Hip-Hop,149077,93,0.89,0.96,-8.64,1,155,443929868,Germany,1,OVO Sound
SP0232,Bad Track 232,Bad Bunny,Bad Album 7,2020-03-24,Latin,287579,91,0.79,0.54,-3.28,1,108,2868436754,India,1,Rimas
SP0233,Kendrick Track 233,Kendrick Lamar,Kendrick Album 1,2022-03-06,Hip-Hop,270165,85,0.88,0.86,-6.89,0,157,1376731217,Canada,0,Interscope
SP0234,Post Track 234,Post Malone,Post Album 2,2020-06-24,Pop,182389,82,0.94,0.54,-4.03,0,170,2887733629,Germany,1,Republic Records
SP0235,Drake Track 235,Drake,Drake Album 2,2022-04-08,Hip-Hop,211876,76,0.85,0.83,-11.57,1,133,724418166,Japan,1,OVO Sound
SP0236,SZA Track 236,SZA,SZA Album 2,2023-09-13,R&B,245695,96,0.79,0.81,-10.54,0,84,1276622851,USA,1,Top Dawg
SP0237,Kendrick Track 237,Kendrick Lamar,Kendrick Album 3,2019-02-11,Hip-Hop,218424,70,0.83,0.74,-3.92,0,123,2561341740,Australia,0,Interscope
SP0238,SZA Track 238,SZA,SZA Album 3,2020-10-14,R&B,134039,66,0.65,0.97,-8.32,1,164,1219132386,Brazil,0,Top Dawg
SP0239,Taylor Track 239,Taylor Swift,Taylor Album 8,2018-07-19,Pop,160262,63,0.66,0.68,-9.35,1,105,426555576,USA,0,Republic Records
SP0240,Travis Track 240,Travis Scott,Travis Album 2,2022-02-16,Hip-Hop,200832,85,0.71,0.92,-9.61,1,103,1603521006,Japan,1,Epic Records
SP0241,Travis Track 241,Travis Scott,Travis Album 8,2025-01-09,Hip-Hop,241912,76,0.6,0.59,-11.45,0,90,2879644485,Germany,1,Epic Records
SP0242,21 Track 242,21 Savage,21 Album 7,2021-09-02,Hip-Hop,256991,86,0.93,0.81,-3.57,0,140,1293560032,UK,1,Epic Records
SP0243,Drake Track 243,Drake,Drake Album 8,2020-02-25,Hip-Hop,165319,70,0.94,0.88,-10.86,1,90,2944001543,Japan,0,OVO Sound
SP0244,Travis Track 244,Travis Scott,Travis Album 2,2022-06-24,Hip-Hop,142813,84,0.75,0.74,-4.29,1,81,3388209272,Japan,0,Epic Records
SP0245,SZA Track 245,SZA,SZA Album 2,2020-03-19,R&B,147691,96,0.85,0.87,-4.19,1,132,1144458188,Japan,1,Top Dawg
SP0246,21 Track 246,21 Savage,21 Album 5,2025-01-06,Hip-Hop,225637,69,0.78,0.81,-8.38,1,122,2975734008,Canada,0,Epic Records
SP0247,Post Track 247,Post Malone,Post Album 6,2022-06-01,Pop,199444,79,0.63,0.71,-5.73,0,109,587181411,Brazil,1,Republic Records
SP0248,Bad Track 248,Bad Bunny,Bad Album 2,2022-12-14,Latin,169266,88,0.6,0.89,-5.33,1,87,2223066496,India,0,Rimas
SP0249,Kendrick Track 249,Kendrick Lamar,Kendrick Album 1,2024-03-25,Hip-Hop,165544,72,0.89,0.56,-11.48,0,138,227150457,Germany,0,Interscope
SP0250,Kendrick Track 250,Kendrick Lamar,Kendrick Album 7,2023-08-17,Hip-Hop,286568,67,0.81,0.58,-7.6,1,102,3748686447,Australia,1,Interscope
SP0251,Bad Track 251,Bad Bunny,Bad Album 2,2020-05-24,Latin,194729,61,0.67,0.54,-6.85,0,108,2790475472,Canada,0,Rimas
SP0252,Kendrick Track 252,Kendrick Lamar,Kendrick Album 1,2024-09-01,Hip-Hop,244281,68,0.79,0.77,-11.92,1,157,3467816169,Brazil,1,Interscope
SP0253,SZA Track 253,SZA,SZA Album 5,2024-06-15,R&B,177202,89,0.64,0.73,-6.39,0,80,2206934660,Germany,1,Top Dawg
SP0254,Kendrick Track 254,Kendrick Lamar,Kendrick Album 6,2019-08-03,Hip-Hop,192478,100,0.65,0.6,-6.09,1,104,653941414,Canada,0,Interscope
SP0255,21 Track 255,21 Savage,21 Album 3,2024-11-11,Hip-Hop,126672,91,0.95,0.59,-8.23,1,84,2514067741,Canada,1,Epic Records
SP0256,The Track 256,The Weeknd,The Album 5,2025-11-12,R&B,164560,95,0.58,0.5,-10.85,1,151,3286708783,India,1,XO
SP0257,Taylor Track 257,Taylor Swift,Taylor Album 5,2021-06-08,Pop,230224,81,0.67,0.76,-7.83,0,140,240540762,UK,1,Republic Records
SP0258,The Track 258,The Weeknd,The Album 5,2019-11-13,R&B,228293,63,0.89,0.53,-3.07,1,132,2455569788,Australia,0,XO
SP0259,Bad Track 259,Bad Bunny,Bad Album 6,2020-02-16,Latin,285421,71,0.64,0.48,-7.93,0,101,2485099081,India,1,Rimas
SP0260,Taylor Track 260,Taylor Swift,Taylor Album 7,2020-10-14,Pop,225747,87,0.93,0.65,-11.66,0,127,70460757,Germany,0,Republic Records
SP0261,Drake Track 261,Drake,Drake Album 4,2018-11-24,Hip-Hop,179314,82,0.64,0.5,-7.47,1,101,290405602,USA,1,OVO Sound
SP0262,Kendrick Track 262,Kendrick Lamar,Kendrick Album 6,2025-12-17,Hip-Hop,233682,68,0.65,0.93,-8.77,0,101,3905081081,Japan,0,Interscope
SP0263,The Track 263,The Weeknd,The Album 4,2021-12-05,R&B,125744,97,0.73,0.52,-5.6,0,128,3774728389,Brazil,0,XO
SP0264,21 Track 264,21 Savage,21 Album 1,2018-11-04,Hip-Hop,132644,67,0.69,0.65,-7.07,1,169,667675888,Canada,0,Epic Records
SP0265,Kendrick Track 265,Kendrick Lamar,Kendrick Album 5,2024-11-04,Hip-Hop,283262,98,0.82,0.67,-3.91,0,116,499680170,UK,1,Interscope
SP0266,The Track 266,The Weeknd,The Album 4,2021-05-27,R&B,213827,86,0.63,0.47,-7.53,0,168,2074435929,Germany,0,XO
SP0267,Drake Track 267,Drake,Drake Album 2,2018-11-03,Hip-Hop,270510,91,0.57,0.5,-7.39,0,112,2777405445,Canada,1,OVO Sound
SP0268,Kendrick Track 268,Kendrick Lamar,Kendrick Album 2,2022-08-02,Hip-Hop,165797,62,0.88,0.64,-5.91,1,94,418015311,USA,0,Interscope
SP0269,Travis Track 269,Travis Scott,Travis Album 8,2020-06-12,Hip-Hop,283002,77,0.9,0.5,-4.67,0,94,1731326325,Japan,1,Epic Records
SP0270,Kendrick Track 270,Kendrick Lamar,Kendrick Album 8,2024-12-28,Hip-Hop,230556,70,0.55,0.82,-11.47,0,93,1796825410,Australia,1,Interscope
SP0271,Travis Track 271,Travis Scott,Travis Album 1,2024-06-20,Hip-Hop,299428,68,0.72,0.71,-4.01,1,85,282026241,Brazil,1,Epic Records
SP0272,Drake Track 272,Drake,Drake Album 6,2021-11-28,Hip-Hop,256078,93,0.81,0.78,-8.1,0,141,1494982750,Japan,0,OVO Sound
SP0273,Metro Track 273,Metro Boomin,Metro Album 3,2018-01-21,Hip-Hop,252531,90,0.88,0.91,-11.33,1,121,1044622484,Germany,1,Boominati
SP0274,Drake Track 274,Drake,Drake Album 7,2021-09-21,Hip-Hop,225716,75,0.54,0.69,-6.84,0,143,1930142971,Germany,0,OVO Sound
SP0275,Post Track 275,Post Malone,Post Album 7,2018-02-13,Pop,129393,95,0.75,0.89,-4.87,1,145,2425200001,Canada,1,Republic Records
SP0276,Bad Track 276,Bad Bunny,Bad Album 4,2023-01-27,Latin,239133,81,0.75,0.78,-7.74,1,137,499726608,UK,0,Rimas
SP0277,Drake Track 277,Drake,Drake Album 5,2023-06-27,Hip-Hop,263573,93,0.67,0.51,-3.93,1,97,3539770169,Japan,0,OVO Sound
SP0278,Kendrick Track 278,Kendrick Lamar,Kendrick Album 7,2021-04-04,Hip-Hop,176515,89,0.87,0.55,-8.96,1,85,3989830631,UK,1,Interscope
SP0279,Post Track 279,Post Malone,Post Album 1,2020-08-01,Pop,265024,87,0.88,0.71,-7.43,0,168,2494872186,India,0,Republic Records
SP0280,Taylor Track 280,Taylor Swift,Taylor Album 6,2024-11-20,Pop,252149,84,0.69,0.77,-5.77,0,115,1718838608,Germany,1,Republic Records
SP0281,Post Track 281,Post Malone,Post Album 5,2020-03-14,Pop,263604,80,0.82,0.95,-6.31,0,106,2690779364,Brazil,1,Republic Records
SP0282,Travis Track 282,Travis Scott,Travis Album 6,2020-09-18,Hip-Hop,150252,82,0.75,0.76,-3.52,1,166,3222071708,Brazil,1,Epic Records
SP0283,Drake Track 283,Drake,Drake Album 3,2019-01-13,Hip-Hop,133910,63,0.59,0.85,-10.55,1,167,1086151332,India,0,OVO Sound
SP0284,Kendrick Track 284,Kendrick Lamar,Kendrick Album 6,2021-09-02,Hip-Hop,238644,66,0.78,0.81,-6.94,0,162,2420638666,Japan,0,Interscope
SP0285,Metro Track 285,Metro Boomin,Metro Album 1,2022-12-22,Hip-Hop,220029,84,0.69,0.87,-5.83,0,81,3204038184,Brazil,0,Boominati
SP0286,21 Track 286,21 Savage,21 Album 6,2025-04-21,Hip-Hop,274241,94,0.83,0.55,-5.48,0,117,1937645417,India,0,Epic Records
SP0287,Travis Track 287,Travis Scott,Travis Album 2,2020-12-17,Hip-Hop,218880,62,0.69,0.74,-10.83,1,80,1429756364,Australia,0,Epic Records
SP0288,Drake Track 288,Drake,Drake Album 1,2020-06-20,Hip-Hop,283936,99,0.88,0.61,-4.89,1,89,3377389408,Germany,0,OVO Sound
SP0289,Travis Track 289,Travis Scott,Travis Album 7,2019-09-06,Hip-Hop,262365,94,0.68,0.64,-4.05,1,122,1559614875,Brazil,0,Epic Records
SP0290,21 Track 290,21 Savage,21 Album 1,2025-09-27,Hip-Hop,150073,82,0.7,0.93,-6.48,0,85,2941535772,Germany,1,Epic Records
SP0291,Taylor Track 291,Taylor Swift,Taylor Album 5,2024-05-18,Pop,126476,93,0.87,0.65,-4.77,1,142,198341455,Brazil,0,Republic Records
SP0292,Bad Track 292,Bad Bunny,Bad Album 1,2019-02-06,Latin,284346,64,0.59,0.78,-10.08,1,93,892957524,Japan,0,Rimas
SP0293,Travis Track 293,Travis Scott,Travis Album 6,2018-08-23,Hip-Hop,129931,65,0.53,0.54,-9.73,0,153,3538828126,Canada,1,Epic Records
SP0294,SZA Track 294,SZA,SZA Album 7,2024-08-21,R&B,233514,80,0.51,0.81,-7.19,0,154,205493385,UK,1,Top Dawg
SP0295,Metro Track 295,Metro Boomin,Metro Album 5,2019-05-26,Hip-Hop,279007,65,0.63,0.94,-8.57,0,140,681404204,Canada,0,Boominati
SP0296,SZA Track 296,SZA,SZA Album 5,2022-11-05,R&B,297547,83,0.93,0.46,-4.13,0,95,189414276,USA,1,Top Dawg
SP0297,Metro Track 297,Metro Boomin,Metro Album 6,2019-05-07,Hip-Hop,175505,86,0.91,0.9,-10.72,0,108,2659500547,Brazil,0,Boominati
SP0298,Taylor Track 298,Taylor Swift,Taylor Album 1,2020-11-26,Pop,263878,89,0.79,0.49,-5.95,1,92,857902091,Australia,1,Republic Records
SP0299,Bad Track 299,Bad Bunny,Bad Album 4,2020-11-21,Latin,146226,78,0.78,0.93,-9.14,1,122,2657170586,Brazil,0,Rimas
SP0300,21 Track 300,21 Savage,21 Album 3,2023-06-14,Hip-Hop,121266,80,0.61,0.57,-5.34,1,115,3618245220,Germany,0,Epic Records
SP0301,Bad Track 301,Bad Bunny,Bad Album 6,2025-08-15,Latin,200077,91,0.75,0.54,-6.54,1,97,3838091626,Canada,1,Rimas
SP0302,Taylor Track 302,Taylor Swift,Taylor Album 1,2019-01-28,Pop,272539,97,0.68,0.76,-3.84,1,149,3849640326,Australia,0,Republic Records
SP0303,Bad Track 303,Bad Bunny,Bad Album 5,2024-04-25,Latin,155096,89,0.73,0.5,-8.73,0,164,1035985237,India,0,Rimas
SP0304,Post Track 304,Post Malone,Post Album 3,2020-03-19,Pop,246747,82,0.52,0.85,-9.91,1,127,1015102559,USA,0,Republic Records
SP0305,Metro Track 305,Metro Boomin,Metro Album 8,2023-07-16,Hip-Hop,132173,62,0.94,0.62,-5.67,1,113,2495203088,India,1,Boominati
SP0306,SZA Track 306,SZA,SZA Album 2,2023-10-21,R&B,255440,76,0.67,0.93,-7.35,1,124,2101054466,Australia,0,Top Dawg
SP0307,Metro Track 307,Metro Boomin,Metro Album 4,2020-08-06,Hip-Hop,140208,92,0.79,0.56,-10.32,1,157,3090791678,UK,0,Boominati
SP0308,SZA Track 308,SZA,SZA Album 8,2023-12-04,R&B,297007,90,0.72,0.76,-6.17,1,82,1056556006,USA,0,Top Dawg
SP0309,21 Track 309,21 Savage,21 Album 1,2020-03-21,Hip-Hop,270016,69,0.53,0.59,-10.38,1,156,2430663750,USA,1,Epic Records
SP0310,Taylor Track 310,Taylor Swift,Taylor Album 8,2021-08-20,Pop,246266,70,0.6,0.67,-10.72,0,159,2843169800,Brazil,0,Republic Records
SP0311,Bad Track 311,Bad Bunny,Bad Album 2,2025-10-19,Latin,180244,84,0.67,0.51,-10.18,1,99,2610650037,UK,0,Rimas
SP0312,Post Track 312,Post Malone,Post Album 2,2018-09-17,Pop,144429,90,0.8,0.93,-7.15,0,166,2798429082,Japan,1,Republic Records
SP0313,Bad Track 313,Bad Bunny,Bad Album 7,2018-12-17,Latin,180158,90,0.86,0.65,-6.7,0,134,585023565,Brazil,1,Rimas
SP0314,The Track 314,The Weeknd,The Album 7,2019-05-20,R&B,187582,72,0.5,0.84,-11.94,0,146,40898225,Japan,0,XO
SP0315,Bad Track 315,Bad Bunny,Bad Album 3,2024-06-04,Latin,231692,97,0.61,0.9,-8.19,1,158,1193523503,Japan,0,Rimas
SP0316,SZA Track 316,SZA,SZA Album 8,2025-03-12,R&B,186526,79,0.76,0.86,-8.42,0,164,521469461,Canada,1,Top Dawg
SP0317,Travis Track 317,Travis Scott,Travis Album 7,2019-04-17,Hip-Hop,208719,95,0.78,0.81,-11.53,1,161,32723101,UK,0,Epic Records
SP0318,Post Track 318,Post Malone,Post Album 5,2024-02-03,Pop,178135,83,0.54,0.47,-8.54,1,158,2828251159,Brazil,0,Republic Records
SP0319,Travis Track 319,Travis Scott,Travis Album 4,2025-08-01,Hip-Hop,292198,93,0.63,0.47,-6.6,0,158,737923480,USA,1,Epic Records
SP0320,The Track 320,The Weeknd,The Album 5,2018-03-03,R&B,224709,82,0.8,0.66,-10.2,0,170,304708501,UK,1,XO
SP0321,Metro Track 321,Metro Boomin,Metro Album 5,2023-06-27,Hip-Hop,179322,98,0.93,0.69,-8.36,0,113,761768690,Japan,0,Boominati
SP0322,Metro Track 322,Metro Boomin,Metro Album 6,2019-09-10,Hip-Hop,150673,92,0.93,0.91,-4.68,1,168,1911676820,Japan,1,Boominati
SP0323,The Track 323,The Weeknd,The Album 8,2023-08-22,R&B,273833,61,0.72,0.59,-8.56,0,166,3021528431,Canada,1,XO
SP0324,SZA Track 324,SZA,SZA Album 1,2023-09-18,R&B,189035,75,0.63,0.66,-5.26,1,89,2391780551,India,1,Top Dawg
SP0325,Bad Track 325,Bad Bunny,Bad Album 5,2023-04-19,Latin,167915,72,0.72,0.56,-5.38,1,106,994438848,Canada,0,Rimas
SP0326,21 Track 326,21 Savage,21 Album 2,2023-03-25,Hip-Hop,151425,65,0.8,0.8,-6.48,0,141,1604276982,Germany,1,Epic Records
SP0327,21 Track 327,21 Savage,21 Album 5,2022-08-06,Hip-Hop,224301,74,0.84,0.52,-7.27,1,141,2332580659,USA,1,Epic Records
SP0328,SZA Track 328,SZA,SZA Album 8,2020-08-04,R&B,202746,60,0.51,0.56,-6.77,1,126,2641861860,Brazil,0,Top Dawg
SP0329,Metro Track 329,Metro Boomin,Metro Album 8,2022-04-09,Hip-Hop,280716,81,0.66,0.71,-10.11,1,126,3679302613,Japan,1,Boominati
SP0330,Post Track 330,Post Malone,Post Album 4,2020-10-05,Pop,146180,77,0.86,0.74,-4.29,0,98,3446134704,India,1,Republic Records
SP0331,Drake Track 331,Drake,Drake Album 3,2020-07-16,Hip-Hop,285321,93,0.74,0.62,-7.62,1,151,3697237928,USA,1,OVO Sound
SP0332,Taylor Track 332,Taylor Swift,Taylor Album 5,2020-01-07,Pop,244921,100,0.54,0.84,-9.66,1,151,2404407686,Brazil,1,Republic Records
SP0333,Drake Track 333,Drake,Drake Album 4,2024-02-12,Hip-Hop,271218,96,0.79,0.74,-3.19,1,125,1406252148,Australia,1,OVO Sound
SP0334,Taylor Track 334,Taylor Swift,Taylor Album 8,2024-10-10,Pop,285599,69,0.89,0.79,-3.64,1,160,2639852007,Japan,0,Republic Records
SP0335,Taylor Track 335,Taylor Swift,Taylor Album 6,2020-06-08,Pop,203067,78,0.82,0.77,-8.44,1,126,3222186697,Australia,1,Republic Records
SP0336,Travis Track 336,Travis Scott,Travis Album 4,2020-01-05,Hip-Hop,293545,76,0.92,0.82,-11.28,0,130,452421654,UK,0,Epic Records
SP0337,Post Track 337,Post Malone,Post Album 7,2018-01-25,Pop,257358,65,0.55,0.78,-11.24,1,119,995076350,Canada,1,Republic Records
SP0338,Post Track 338,Post Malone,Post Album 3,2020-03-17,Pop,127489,62,0.8,0.91,-9.07,1,139,3750479594,Brazil,1,Republic Records
SP0339,Travis Track 339,Travis Scott,Travis Album 8,2020-10-20,Hip-Hop,285425,100,0.89,0.68,-6.24,1,124,2078678214,Canada,0,Epic Records
SP0340,Post Track 340,Post Malone,Post Album 5,2022-06-14,Pop,160820,79,0.5,0.73,-5.18,0,124,1241634482,Australia,0,Republic Records
SP0341,Post Track 341,Post Malone,Post Album 7,2025-05-01,Pop,196787,98,0.6,0.45,-8.64,1,151,1887357553,Japan,0,Republic Records
SP0342,Travis Track 342,Travis Scott,Travis Album 5,2024-07-08,Hip-Hop,140764,87,0.78,0.72,-4.8,1,116,2795101763,Brazil,1,Epic Records
SP0343,The Track 343,The Weeknd,The Album 5,2019-03-05,R&B,148929,100,0.7,0.69,-5.7,1,104,1387154307,USA,0,XO
SP0344,Drake Track 344,Drake,Drake Album 5,2018-03-04,Hip-Hop,190567,68,0.82,0.84,-9.9,0,81,2129908041,Canada,1,OVO Sound
SP0345,SZA Track 345,SZA,SZA Album 8,2022-08-12,R&B,128319,81,0.54,0.85,-10.69,1,130,316594932,Australia,0,Top Dawg
SP0346,The Track 346,The Weeknd,The Album 1,2022-07-27,R&B,151971,75,0.67,0.97,-9.78,0,105,1989269680,UK,0,XO
SP0347,Post Track 347,Post Malone,Post Album 6,2024-11-10,Pop,161579,100,0.83,0.84,-7.05,0,112,2076865372,Brazil,0,Republic Records
SP0348,Bad Track 348,Bad Bunny,Bad Album 2,2018-11-07,Latin,181857,100,0.7,0.46,-4.85,0,130,3399346722,Canada,0,Rimas
SP0349,Drake Track 349,Drake,Drake Album 3,2025-12-20,Hip-Hop,217359,65,0.61,0.71,-5.83,1,160,267922823,USA,1,OVO Sound
SP0350,Travis Track 350,Travis Scott,Travis Album 4,2019-03-16,Hip-Hop,203031,95,0.85,0.85,-4.75,1,104,101709704,Japan,1,Epic Records
SP0351,Travis Track 351,Travis Scott,Travis Album 8,2022-01-16,Hip-Hop,266544,78,0.74,0.71,-6.9,1,121,3155644409,Australia,1,Epic Records
